full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,seats,mileage,body_type,city,registered_year_Imputation,km_group,max_power_clean_bhp,mileage_number,mileage_unit,boxcox_resale_price
2022 Maruti Eeco CNG 5 Seater AC,6948.65,2022.0,1196.0,Third Party,Manual,20000.0,First Owner,CNG,5.0,20.88 km/kg,Minivans,Agra,2022.0,0-20k,61.0,20.88,km/kg,3.401841642838838
2012 Renault Duster 110PS Diesel RxZ,5003.03,2012.0,1461.0,Third Party,Manual,120000.0,Second Owner,Diesel,5.0,19.01 kmpl,SUV,Agra,2012.0,100k+,108.0,19.01,kmpl,3.369209010798171
2017 Hyundai i20 1.4 Asta,7226.6,2017.0,1396.0,Third Party,Manual,80000.0,First Owner,Diesel,5.0,22.54 kmpl,Hatchback,Agra,2017.0,60k-100k,88.0,22.54,kmpl,3.405550634802963
2018 Maruti Wagon R LXI CNG,3891.24,2018.0,998.0,Third Party,Manual,120000.0,First Owner,CNG,5.0,26.6 kmpl,Hatchback,Agra,2018.0,100k+,58.0,26.0,kmpl,3.342246062789089
2009 Hyundai i10 Magna 1.2,2167.98,2009.0,1197.0,Third Party,Manual,50000.0,First Owner,Petrol,5.0,20.36 kmpl,Hatchback,Agra,2009.0,20k-60k,78.0,20.36,kmpl,3.2720495782982733
2017 Maruti Swift VDI BSIV,5558.92,2017.0,1248.0,Third Party,Manual,70000.0,First Owner,Diesel,5.0,25.2 kmpl,Hatchback,Agra,2017.0,60k-100k,74.0,25.2,kmpl,3.379987401051176
2021 Mahindra Bolero B6 Opt BSVI,10561.95,2021.0,1493.0,Third Party,Manual,11000.0,First Owner,Diesel,7.0,16 kmpl,SUV,Agra,2021.0,0-20k,74.0,16.0,kmpl,3.439507660281695
2017 Hyundai Creta 1.6 CRDi SX,7782.49,2017.0,1582.0,Third Party,Manual,120000.0,Third Owner,Diesel,5.0,19.67 kmpl,SUV,Agra,2017.0,100k+,126.0,19.67,kmpl,3.4124539254294466
2009 Ford Fiesta 1.4 ZXi TDCi ABS,2167.98,2009.0,1399.0,Third Party,Manual,120000.0,Third Owner,Diesel,5.0,17.8 kmpl,Sedan,Agra,2009.0,100k+,68.0,17.8,kmpl,3.2720495782982733
2010 Tata New Safari DICOR 2.2 LX 4x2,2223.57,2010.0,2179.0,Third Party,Manual,120000.0,First Owner,Diesel,7.0,11.57 kmpl,SUV,Agra,2010.0,100k+,138.0,13.0,kmpl,3.2753194486452664
2018 Renault KWID Climber 1.0 AMT,3557.71,2018.0,999.0,Third Party,Automatic,20000.0,First Owner,Petrol,5.0,24.04 kmpl,Hatchback,Agra,2018.0,0-20k,67.0,24.04,kmpl,3.3321876228486276
2011 Hyundai i10 Magna,2223.57,2011.0,1197.0,Third Party,Manual,40000.0,First Owner,Petrol,5.0,20.36 kmpl,Hatchback,Agra,2011.0,20k-60k,78.0,20.36,kmpl,3.2753194486452664
2015 Hyundai i20 Magna 1.2,4558.31,2015.0,1197.0,Third Party,Manual,90000.0,Second Owner,Petrol,5.0,18.6 kmpl,Hatchback,Agra,2015.0,60k-100k,81.0,18.6,kmpl,3.359431025789577
2016 Maruti Swift VXI,4891.85,2016.0,1197.0,Third Party,Manual,30000.0,Second Owner,Petrol,5.0,21.21 kmpl,Hatchback,Agra,2016.0,20k-60k,81.0,21.21,kmpl,3.366870643566446
2022 Jeep Compass Model S DCT BSVI,27794.6,2022.0,1368.0,Third Party,Automatic,20000.0,First Owner,Petrol,5.0,14.1 kmpl,SUV,Agra,2022.0,0-20k,160.0,14.1,kmpl,3.512054704735145
2020 Toyota Glanza G,7004.24,2020.0,1197.0,Third Party,Manual,30000.0,First Owner,Petrol,5.0,21.01 kmpl,Hatchback,Agra,2020.0,20k-60k,81.0,21.01,kmpl,3.4025983058328184
2012 Toyota Etios GD,2223.57,2012.0,1364.0,Third Party,Manual,120000.0,Fourth Owner,Diesel,5.0,23.59 kmpl,Sedan,Agra,2012.0,100k+,88.0,23.59,kmpl,3.2753194486452664
2018 Maruti Eeco 7 Seater Standard BSIV,3891.24,2018.0,1196.0,Third Party,Manual,100000.0,Second Owner,Petrol,7.0,15.37 kmpl,Minivans,Agra,2018.0,60k-100k,73.0,15.370000000000001,kmpl,3.342246062789089
2016 Honda Amaze S Diesel BSIV,4447.14,2016.0,1498.0,Third Party,Manual,120000.0,First Owner,Diesel,5.0,27.4 kmpl,Sedan,Agra,2016.0,100k+,98.0,26.0,kmpl,3.356796723820971
2011 Chevrolet Beat LT,2167.98,2011.0,1199.0,Third Party,Manual,90000.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Agra,2011.0,60k-100k,79.0,18.6,kmpl,3.2720495782982733
2016 Honda Amaze E Diesel BSIV,4725.08,2016.0,1498.0,Third Party,Manual,120000.0,First Owner,Diesel,5.0,27.4 kmpl,Sedan,Agra,2016.0,100k+,98.0,26.0,kmpl,3.3632339561399833
2016 Maruti Swift Dzire VDI,4725.08,2016.0,1248.0,Third Party,Manual,80000.0,Second Owner,Diesel,5.0,26.59 kmpl,Sedan,Agra,2016.0,60k-100k,74.0,26.0,kmpl,3.3632339561399833
2017 Maruti Swift Dzire VXI,4447.14,2017.0,1197.0,Third Party,Manual,70000.0,Second Owner,Petrol,5.0,20.85 kmpl,Sedan,Agra,2017.0,60k-100k,83.0,20.85,kmpl,3.356796723820971
2016 Maruti Swift VXI,5114.21,2016.0,1197.0,Third Party,Manual,30000.0,Second Owner,Petrol,5.0,21.21 kmpl,Hatchback,Agra,2016.0,20k-60k,81.0,21.21,kmpl,3.371482498499911
2017 Mahindra KUV 100 mFALCON D75 K8,3668.89,2017.0,1198.0,Third Party,Manual,70000.0,First Owner,Diesel,6.0,25.32 kmpl,SUV,Agra,2017.0,60k-100k,77.0,25.319999999999997,kmpl,3.3356687263162828
2021 Nissan Magnite XE BSVI,5225.38,2021.0,999.0,Third Party,Manual,30000.0,First Owner,Petrol,5.0,18.75 kmpl,SUV,Agra,2021.0,20k-60k,71.0,18.75,kmpl,3.3736940634211856
2018 Hyundai Creta 1.6 SX Automatic Diesel,12785.52,2018.0,1582.0,Third Party,Automatic,70000.0,Second Owner,Diesel,5.0,17.6 kmpl,SUV,Agra,2018.0,60k-100k,126.0,17.6,kmpl,3.455349097488398
2020 Maruti Ciaz Delta BSVI,8060.43,2020.0,1462.0,Third Party,Manual,60000.0,Second Owner,Petrol,5.0,20.65 kmpl,Sedan,Agra,2020.0,20k-60k,103.0,20.65,kmpl,3.4156755143508244
2015 Hyundai i20 Active 1.4 SX,4447.14,2015.0,1396.0,Third Party,Manual,80000.0,Third Owner,Diesel,5.0,21.19 kmpl,Hatchback,Agra,2015.0,60k-100k,88.0,21.19,kmpl,3.356796723820971
2013 Hyundai Grand i10 CRDi Asta,2779.46,2013.0,1120.0,Third Party,Manual,120000.0,First Owner,Diesel,5.0,24 kmpl,Hatchback,Agra,2013.0,100k+,70.0,24.000000000000004,kmpl,3.303205809563907
2022 MG Astor Sharp BSVI,16120.87,2022.0,1498.0,Third Party,Manual,40000.0,First Owner,Petrol,5.0,15.43 kmpl,SUV,Agra,2022.0,20k-60k,108.0,15.430000000000001,kmpl,3.473518785230232
2020 Hyundai i20 Sportz 1.2,7671.31,2020.0,1197.0,Third Party,Manual,40000.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Agra,2020.0,20k-60k,81.0,18.6,kmpl,3.4111241893441897
2015 Hyundai i20 Asta 1.2,3891.24,2015.0,1197.0,Third Party,Manual,120000.0,Fourth Owner,Petrol,5.0,18.6 kmpl,Hatchback,Agra,2015.0,100k+,81.0,18.6,kmpl,3.342246062789089
2013 Maruti Ertiga ZDI,4725.08,2013.0,1248.0,Third Party,Manual,80000.0,Third Owner,Diesel,7.0,20.77 kmpl,MUV,Agra,2013.0,60k-100k,88.0,20.77,kmpl,3.3632339561399833
2014 Audi Q3 2.0 TDI Quattro Premium Plus,12229.62,2014.0,1968.0,Third Party,Automatic,80000.0,Second Owner,Diesel,5.0,15.73 kmpl,SUV,Agra,2014.0,60k-100k,174.0,15.730000000000002,kmpl,3.4517348494447653
2022 Tata Punch Pure Rhythm BSVI,6670.7,2022.0,1199.0,Third Party,Manual,11000.0,First Owner,Petrol,5.0,20.09 kmpl,SUV,Agra,2022.0,0-20k,86.0,20.09,kmpl,3.397939899268065
2009 Hyundai i20 Magna,2167.98,2009.0,1197.0,Third Party,Manual,120000.0,Third Owner,Petrol,5.0,18.5 kmpl,Hatchback,Agra,2009.0,100k+,78.91,18.5,kmpl,3.2720495782982733
2004 Honda CR-V 2.4 4WD AT,2167.98,2004.0,2354.0,Third Party,Automatic,120000.0,Second Owner,Petrol,5.0,10.1 kmpl,SUV,Agra,2004.0,100k+,149.92,13.0,kmpl,3.2720495782982733
2011 Maruti Wagon R LXI CNG,2167.98,2011.0,998.0,Third Party,Manual,70000.0,Fourth Owner,CNG,5.0,26.2 kmpl,Hatchback,Agra,2011.0,60k-100k,58.0,26.0,kmpl,3.2720495782982733
2009 Hyundai i20 Magna,2167.98,2009.0,1197.0,Third Party,Manual,120000.0,Second Owner,Petrol,5.0,18.5 kmpl,Hatchback,Agra,2009.0,100k+,78.91,18.5,kmpl,3.2720495782982733
2011 Skoda Fabia 1.2 TDI Active Plus,2167.98,2011.0,1199.0,Third Party,Manual,90000.0,Third Owner,Diesel,5.0,20.86 kmpl,Hatchback,Agra,2011.0,60k-100k,75.0,20.86,kmpl,3.2720495782982733
2021 Mahindra Thar LX 4-Str Hard Top Diesel BSVI,16676.76,2021.0,2184.0,Third Party,Manual,50000.0,Second Owner,Diesel,4.0,15.2 kmpl,SUV,Agra,2021.0,20k-60k,130.0,15.2,kmpl,3.4760834692266913
2011 Maruti Wagon R VXI BS IV,2501.51,2011.0,998.0,Third Party,Manual,60000.0,First Owner,Petrol,5.0,18.9 kmpl,Hatchback,Agra,2011.0,20k-60k,67.0,18.9,kmpl,3.2902447450748276
2019 Hyundai i20 Petrol Magna,6114.81,2019.0,1197.0,Third Party,Manual,40000.0,Second Owner,Petrol,5.0,18.6 kmpl,Hatchback,Agra,2019.0,20k-60k,81.0,18.6,kmpl,3.389480790714058
2009 Maruti A-Star Vxi,2167.98,2009.0,998.0,Third Party,Manual,60000.0,First Owner,Petrol,5.0,19 kmpl,Hatchback,Agra,2009.0,20k-60k,66.0,19.0,kmpl,3.2720495782982733
2017 Maruti Wagon R LXI CNG,4447.14,2017.0,998.0,Third Party,Manual,20000.0,First Owner,CNG,5.0,26.6 kmpl,Hatchback,Agra,2017.0,0-20k,58.0,26.0,kmpl,3.356796723820971
2018 Hyundai Verna CRDi 1.6 SX Option,10006.06,2018.0,1582.0,Third Party,Manual,90000.0,First Owner,Diesel,5.0,22 kmpl,Sedan,Agra,2018.0,60k-100k,126.0,22.0,kmpl,3.4348765613991263
2010 Honda City 1.5 E MT,3502.12,2010.0,1497.0,Third Party,Manual,80000.0,First Owner,Petrol,5.0,17 kmpl,Sedan,Agra,2010.0,60k-100k,116.39,17.0,kmpl,3.3303950048245206
2013 Ford Ecosport 1.5 DV5 MT Trend,3891.24,2013.0,1498.0,Third Party,Manual,120000.0,First Owner,Diesel,5.0,22.7 kmpl,SUV,Agra,2013.0,100k+,89.0,22.7,kmpl,3.342246062789089
2013 Hyundai EON D Lite Plus,2167.98,2013.0,998.0,Third Party,Manual,100000.0,Second Owner,Petrol,5.0,21.1 kmpl,Hatchback,Agra,2013.0,60k-100k,58.0,21.1,kmpl,3.2720495782982733
2021 Maruti Baleno Delta,7782.49,2021.0,1197.0,Third Party,Manual,30000.0,First Owner,Petrol,5.0,21.01 kmpl,Hatchback,Agra,2021.0,20k-60k,81.0,21.01,kmpl,3.4124539254294466
2020 Toyota Urban cruiser Premium AT,9783.7,2020.0,1462.0,Third Party,Automatic,50000.0,First Owner,Petrol,5.0,18.76 kmpl,SUV,Agra,2020.0,20k-60k,103.0,18.76,kmpl,3.4329319433876604
2010 BMW 3 Series 320d,11117.84,2010.0,1995.0,Third Party,Automatic,100000.0,Second Owner,Diesel,5.0,13.2 kmpl,Sedan,Agra,2010.0,60k-100k,170.0,13.2,kmpl,3.4438400174107544
2010 Maruti Swift VXI with ABS,2390.34,2010.0,1197.0,Third Party,Manual,120000.0,First Owner,Petrol,5.0,16.6 kmpl,Hatchback,Agra,2010.0,100k+,83.84,16.6,kmpl,3.2845394783043287
2013 Renault Duster 110PS Diesel RxZ,5558.92,2013.0,1461.0,Third Party,Manual,120000.0,First Owner,Diesel,5.0,19.01 kmpl,SUV,Agra,2013.0,100k+,108.0,19.01,kmpl,3.379987401051176
2012 Chevrolet Tavera 2 LS B4 7 Str BSIII,2668.28,2012.0,2360.0,Third Party,Manual,120000.0,Second Owner,Diesel,7.0,14.8 kmpl,MUV,Agra,2012.0,100k+,80.0,14.8,kmpl,3.2982271018966305
2016 Tata Zest Quadrajet 1.3 XM,3557.71,2016.0,1248.0,Third Party,Manual,90000.0,Third Owner,Diesel,5.0,23 kmpl,Sedan,Agra,2016.0,60k-100k,88.0,23.0,kmpl,3.3321876228486276
2012 Maruti Wagon R LXI BS IV,2223.57,2012.0,998.0,Third Party,Manual,120000.0,Third Owner,Petrol,5.0,18.9 kmpl,Hatchback,Agra,2012.0,100k+,67.0,18.9,kmpl,3.2753194486452664
2017 Maruti Wagon R LXI Optional,4447.14,2017.0,998.0,Third Party,Manual,30000.0,First Owner,Petrol,5.0,20.51 kmpl,Hatchback,Agra,2017.0,20k-60k,67.0,20.51,kmpl,3.356796723820971
2010 Maruti Ritz VDi,2167.98,2010.0,1248.0,Third Party,Manual,100000.0,Second Owner,Diesel,5.0,21.1 kmpl,Hatchback,Agra,2010.0,60k-100k,73.0,21.1,kmpl,3.2720495782982733
2018 Hyundai i20 1.2 Asta,5558.92,2018.0,1197.0,Third Party,Manual,50000.0,First Owner,Petrol,5.0,18.6 kmpl,Hatchback,Agra,2018.0,20k-60k,81.0,18.6,kmpl,3.379987401051176
2017 Tata Tiago 1.05 Revotorq XT,4224.78,2017.0,1047.0,Third Party,Manual,70000.0,First Owner,Diesel,5.0,27.28 kmpl,Hatchback,Agra,2017.0,60k-100k,69.0,26.0,kmpl,3.3512684478272874
2011 Chevrolet Beat Diesel,2167.98,2011.0,998.0,Third Party,Manual,80000.0,First Owner,Diesel,5.0,25.44 kmpl,Hatchback,Agra,2011.0,60k-100k,58.0,25.44,kmpl,3.2720495782982733
2017 Hyundai Grand i10 1.2 CRDi Magna,5670.1,2017.0,1186.0,Third Party,Manual,60000.0,First Owner,Diesel,5.0,24 kmpl,Hatchback,Agra,2017.0,20k-60k,73.0,24.000000000000004,kmpl,3.381979738928306
2011 Mahindra Scorpio VLX SE BSIV,3335.35,2011.0,2179.0,Third Party,Manual,120000.0,Second Owner,Diesel,8.0,15.4 kmpl,SUV,Agra,2011.0,100k+,160.92,15.4,kmpl,3.324793356995052
2015 Maruti Wagon R VXI BS IV,2779.46,2015.0,998.0,Third Party,Manual,50000.0,Third Owner,Petrol,5.0,20.51 kmpl,Hatchback,Agra,2015.0,20k-60k,67.0,20.51,kmpl,3.303205809563907
2015 Maruti Swift Dzire VDI,4447.14,2015.0,1248.0,Third Party,Manual,120000.0,Third Owner,Diesel,5.0,26.59 kmpl,Sedan,Agra,2015.0,100k+,74.0,26.0,kmpl,3.356796723820971
2012 Hyundai Verna 1.6 SX,4113.6,2012.0,1582.0,Third Party,Manual,90000.0,Second Owner,Diesel,5.0,22.32 kmpl,Sedan,Agra,2012.0,60k-100k,126.0,22.32,kmpl,3.34836425909672
2018 Audi Q3 30 TFSI Premium FWD,27572.24,2018.0,1395.0,Comprehensive,Automatic,45000.0,Second Owner,Petrol,5.0,16.9 kmpl,SUV,Gurgaon,2018.0,20k-60k,147.0,16.9,kmpl,3.5115260837556663
2018 BMW 6 Series GT 630i Luxury Line 2018-2021,31685.84,2018.0,1998.0,Third Party,Automatic,38000.0,First Owner,Petrol,4.0,14.28 kmpl,Sedan,Gurgaon,2018.0,20k-60k,187.0,14.28,kmpl,3.5205203265693656
2015 Audi A6 35 TFSI Matrix,24348.07,2016.0,1798.0,Comprehensive,Automatic,49000.0,Second Owner,Petrol,5.0,15.26 kmpl,Sedan,Gurgaon,2015.0,20k-60k,187.0,15.26,kmpl,3.5031961401042944
2017 Audi A4 35 TDI Premium Plus,25459.85,2018.0,1968.0,Zero Dep,Automatic,46000.0,Second Owner,Diesel,5.0,18.25 kmpl,Sedan,Gurgaon,2017.0,20k-60k,187.0,18.25,kmpl,3.5062187478048177
2014 Audi Q3 35 TDI Quattro Premium Plus,15453.8,2014.0,1968.0,Comprehensive,Automatic,29000.0,First Owner,Diesel,5.0,15.73 kmpl,SUV,Gurgaon,2014.0,20k-60k,174.0,15.730000000000002,kmpl,3.4702892256174156
2016 Audi A4 30 TFSI Technology,31018.77,2018.0,1395.0,Comprehensive,Automatic,27000.0,First Owner,Petrol,5.0,17.84 kmpl,Sedan,Gurgaon,2016.0,20k-60k,147.0,17.84,kmpl,3.5191656003602
2014 Mercedes-Benz E-Class E250 CDI,13230.23,2014.0,2143.0,Comprehensive,Automatic,120000.0,Second Owner,Diesel,5.0,13 kmpl,Sedan,Gurgaon,2014.0,100k+,187.0,13.0,kmpl,3.4581001047608915
2015 Audi Q7 35 TDI Quattro Technology,31685.84,2016.0,2360.0,Comprehensive,Automatic,70000.0,First Owner,Diesel,7.0,12.07 kmpl,SUV,Gurgaon,2015.0,60k-100k,187.0,13.0,kmpl,3.5205203265693656
2012 Mercedes-Benz C-Class C 200 CGI Elegance,13230.23,2013.0,1796.0,Comprehensive,Automatic,72100.0,First Owner,Petrol,5.0,11.74 kmpl,Sedan,Gurgaon,2012.0,60k-100k,186.0,13.0,kmpl,3.4581001047608915
2018 Audi A3 35 TFSI Premium Plus,27683.42,2018.0,1395.0,Comprehensive,Automatic,46300.0,First Owner,Petrol,5.0,19.2 kmpl,Sedan,Gurgaon,2018.0,20k-60k,150.0,19.2,kmpl,3.511791066186281
2020 Audi Q8 55 TFSI Quattro BSVI,31685.84,2020.0,2360.0,Third Party,Automatic,18000.0,First Owner,Petrol,5.0,9.8 kmpl,SUV,Gurgaon,2020.0,0-20k,187.0,13.0,kmpl,3.5205203265693656
2018 Audi Q3 35 TDI Quattro Premium Plus,23236.29,2018.0,1968.0,Comprehensive,Automatic,38000.0,Second Owner,Diesel,5.0,15.17 kmpl,SUV,Gurgaon,2018.0,20k-60k,181.0,15.170000000000002,kmpl,3.4999935449679684
2019 Audi A3 35 TFSI Premium Plus,29795.81,2019.0,1395.0,Comprehensive,Automatic,26300.0,First Owner,Petrol,5.0,19.2 kmpl,Sedan,Gurgaon,2019.0,20k-60k,150.0,19.2,kmpl,3.5165834565490437
2021 Audi RS5 Sportback BSVI,31685.84,2021.0,2360.0,Third Party,Automatic,11000.0,First Owner,Petrol,4.0,8.8 kmpl,Coupe,Gurgaon,2021.0,0-20k,187.0,13.0,kmpl,3.5205203265693656
2021 Audi RS5 Sportback BSVI,31685.84,2021.0,2360.0,Comprehensive,Automatic,11000.0,First Owner,Petrol,4.0,8.8 kmpl,Coupe,Gurgaon,2021.0,0-20k,187.0,13.0,kmpl,3.5205203265693656
2019 Audi Q5 40 TDI Premium Plus,31685.84,2019.0,1968.0,Third Party,Automatic,48500.0,First Owner,Diesel,5.0,17.01 kmpl,SUV,Gurgaon,2019.0,20k-60k,187.0,17.01,kmpl,3.5205203265693656
2018 Audi A6 35 TDI,31685.84,2018.0,1968.0,Zero Dep,Automatic,38000.0,First Owner,Diesel,5.0,18.53 kmpl,Sedan,Gurgaon,2018.0,20k-60k,187.0,18.53,kmpl,3.5205203265693656
2013 Audi A4 1.8 TFSI Premium Plus,16565.58,2013.0,1798.0,Comprehensive,Automatic,43800.0,First Owner,Petrol,5.0,15.64 kmpl,Sedan,Gurgaon,2013.0,20k-60k,167.0,15.64,kmpl,3.475579261781447
2022 Audi A6 45 TFSI Technology WO Matrix BSVI,31685.84,2022.0,1984.0,Zero Dep,Automatic,11000.0,First Owner,Petrol,5.0,14.11 kmpl,Sedan,Gurgaon,2022.0,0-20k,187.0,14.11,kmpl,3.5205203265693656
2021 Audi A6 45 TFSI Technology WO Matrix BSVI,31685.84,2021.0,1984.0,Zero Dep,Automatic,24800.0,First Owner,Petrol,5.0,14.11 kmpl,Sedan,Gurgaon,2021.0,20k-60k,187.0,14.11,kmpl,3.5205203265693656
2020 Audi A6 45 TFSI Technology WO Matrix BSVI,31685.84,2020.0,1984.0,Zero Dep,Automatic,36700.0,First Owner,Petrol,5.0,14.11 kmpl,Sedan,Gurgaon,2020.0,20k-60k,187.0,14.11,kmpl,3.5205203265693656
2015 Audi A6 35 TFSI,23236.29,2015.0,1798.0,Comprehensive,Automatic,79000.0,Second Owner,Petrol,5.0,15.26 kmpl,Sedan,Gurgaon,2015.0,60k-100k,187.0,15.26,kmpl,3.4999935449679684
2017 Audi A3 35 TDI Premium Plus,22124.5,2017.0,1968.0,Zero Dep,Automatic,55400.0,First Owner,Diesel,5.0,20.38 kmpl,Sedan,Gurgaon,2017.0,20k-60k,143.0,20.38,kmpl,3.4965907975531545
2019 Audi A3 35 TFSI Premium Plus,30907.6,2019.0,1395.0,Zero Dep,Automatic,23700.0,First Owner,Petrol,5.0,19.2 kmpl,Sedan,Gurgaon,2019.0,20k-60k,150.0,19.2,kmpl,3.5189362435882763
2019 Audi A3 35 TFSI Premium Plus,29906.99,2019.0,1395.0,Zero Dep,Automatic,15600.0,First Owner,Petrol,5.0,19.2 kmpl,Sedan,Gurgaon,2019.0,0-20k,150.0,19.2,kmpl,3.5168237025491575
2020 Audi A4 35 QL TFSI Premium Plus,31685.84,2020.0,1395.0,Zero Dep,Automatic,29900.0,First Owner,Petrol,5.0,17.84 kmpl,Sedan,Gurgaon,2020.0,20k-60k,147.0,17.84,kmpl,3.5205203265693656
2018 Audi A3 35 TDI Technology,25459.85,2018.0,1968.0,Zero Dep,Automatic,43500.0,First Owner,Diesel,5.0,20.38 kmpl,Sedan,Gurgaon,2018.0,20k-60k,143.0,20.38,kmpl,3.5062187478048177
2019 Audi A3 35 TFSI Technology,29906.99,2019.0,1395.0,Zero Dep,Automatic,44000.0,First Owner,Petrol,5.0,19.2 kmpl,Sedan,Gurgaon,2019.0,20k-60k,150.0,19.2,kmpl,3.5168237025491575
2015 Audi A6 35 TDI,21012.72,2015.0,1968.0,Comprehensive,Automatic,85000.0,First Owner,Diesel,5.0,18.53 kmpl,Sedan,Gurgaon,2015.0,60k-100k,187.0,18.53,kmpl,3.4929644105434914
2017 Hyundai i20 1.4 Sportz,6114.81,2017.0,1396.0,Third Party,Manual,100000.0,First Owner,Diesel,5.0,22.54 kmpl,Hatchback,Agra,2017.0,60k-100k,88.0,22.54,kmpl,3.389480790714058
2020 Maruti Swift AMT ZXI Plus,8727.5,2020.0,1197.0,Third Party,Automatic,30000.0,First Owner,Petrol,5.0,21.21 kmpl,Hatchback,Lucknow,2020.0,20k-60k,81.0,21.21,kmpl,3.422865024350895
2015 Maruti Swift Dzire VXI,4536.08,2015.0,1197.0,Comprehensive,Manual,76469.0,First Owner,Petrol,5.0,22.41 kmpl,Sedan,Lucknow,2015.0,60k-100k,88.0,22.41,kmpl,3.3589108100833203
2014 Honda Amaze SX i-VTEC,3668.89,2014.0,1198.0,Third Party,Manual,118976.0,First Owner,Petrol,5.0,18 kmpl,Sedan,Lucknow,2014.0,100k+,86.0,18.0,kmpl,3.3356687263162828
2018 Mahindra XUV500 W9,10584.18,2018.0,2179.0,Comprehensive,Manual,57689.0,Second Owner,Diesel,7.0,15.1 kmpl,SUV,Lucknow,2018.0,20k-60k,152.0,15.1,kmpl,3.4396864086475953
2019 Maruti Alto K10 VXI,3969.07,2019.0,998.0,Third Party,Manual,27817.0,Second Owner,Petrol,5.0,24.39 kmpl,Hatchback,Lucknow,2019.0,20k-60k,65.0,24.39,kmpl,3.34443680762701
2016 Maruti Celerio ZXI AT,4069.13,2016.0,998.0,Third Party,Automatic,62001.0,Third Owner,Petrol,5.0,23.1 kmpl,Hatchback,Lucknow,2016.0,60k-100k,67.0,23.1,kmpl,3.34717467570555
2018 Maruti Vitara Brezza VDi Option,6982.0,2018.0,1248.0,Third Party,Manual,73081.0,First Owner,Diesel,5.0,24.3 kmpl,SUV,Lucknow,2018.0,60k-100k,88.0,24.3,kmpl,3.4022965016734914
2021 Nissan Magnite Turbo XL BSVI,7927.02,2021.0,999.0,Zero Dep,Manual,26387.0,First Owner,Petrol,5.0,20 kmpl,SUV,Lucknow,2021.0,20k-60k,98.0,20.0,kmpl,3.414147016363209
2013 Chevrolet Beat Diesel LT,2167.98,2013.0,998.0,Third Party,Manual,80000.0,Second Owner,Diesel,5.0,25.44 kmpl,Hatchback,Lucknow,2013.0,60k-100k,58.0,25.44,kmpl,3.2720495782982733
2008 Maruti Swift Dzire VXi,2167.98,2008.0,1298.0,Third Party,Manual,70000.0,First Owner,Petrol,5.0,17.5 kmpl,Sedan,Lucknow,2008.0,60k-100k,85.0,17.5,kmpl,3.2720495782982733
2011 Chevrolet Beat LT,31685.84,2011.0,1199.0,Third Party,Manual,50000.0,Second Owner,Petrol,5.0,18.6 kmpl,Hatchback,Lucknow,2011.0,20k-60k,79.0,18.6,kmpl,3.5205203265693656
2016 Maruti Ertiga SHVS VDI,7115.42,2016.0,1248.0,Third Party,Manual,100000.0,Second Owner,Diesel,7.0,24.52 kmpl,MUV,Lucknow,2016.0,60k-100k,88.0,24.52,kmpl,3.404089071376426
2012 Hyundai i10 Magna,2779.46,2012.0,1197.0,Third Party,Manual,70000.0,Second Owner,Petrol,5.0,20.36 kmpl,Hatchback,Lucknow,2012.0,60k-100k,78.0,20.36,kmpl,3.303205809563907
2015 Maruti Swift Dzire VXI,4335.96,2015.0,1197.0,Third Party,Manual,120000.0,Third Owner,Petrol,5.0,20.85 kmpl,Sedan,Lucknow,2015.0,100k+,83.0,20.85,kmpl,3.3540774551425314
2015 Hyundai i20 Sportz 1.4 CRDi,6114.81,2015.0,1396.0,Third Party,Manual,90000.0,Second Owner,Diesel,5.0,22.54 kmpl,Hatchback,Lucknow,2015.0,60k-100k,88.0,22.54,kmpl,3.389480790714058
2022 Tata Tigor XZ Plus CNG BSVI,8093.79,2022.0,1199.0,Zero Dep,Manual,49551.0,First Owner,CNG,5.0,26.49 kmpl,Sedan,Lucknow,2022.0,20k-60k,72.0,26.0,kmpl,3.4160527244287437
2016 Maruti Baleno 1.2 Sigma,4802.91,2016.0,1197.0,Third Party,Manual,91117.0,First Owner,Petrol,5.0,21.4 kmpl,Hatchback,Lucknow,2016.0,60k-100k,83.0,21.4,kmpl,3.3649510540278254
2017 Maruti Baleno 1.2 Delta,5625.63,2017.0,1197.0,Third Party,Manual,69056.0,First Owner,Petrol,5.0,21.4 kmpl,Hatchback,Lucknow,2017.0,60k-100k,83.0,21.4,kmpl,3.381188824395327
2019 Maruti Baleno Delta,7048.71,2019.0,1197.0,Third Party,Manual,37503.0,First Owner,Petrol,5.0,21.01 kmpl,Hatchback,Lucknow,2019.0,20k-60k,81.0,21.01,kmpl,3.4031981561196827
2016 Maruti Wagon R VXI BS IV,3735.59,2016.0,998.0,Comprehensive,Manual,47202.0,First Owner,Petrol,5.0,20.51 kmpl,Hatchback,Lucknow,2016.0,20k-60k,67.0,20.51,kmpl,3.337693674818109
2017 Honda WR-V i-VTEC S,6025.87,2017.0,1199.0,Third Party,Manual,37746.0,First Owner,Petrol,5.0,17.5 kmpl,SUV,Lucknow,2017.0,20k-60k,88.0,17.5,kmpl,3.3880369979201514
